CODIGO,NATUREZA_OCORRENCIA,FORMA,MUNICIPIO,BAIRRO,TIPO_LOCAL_FATO,DATA_FATO,HORA_FATO,NOME_MEIO_EMPREGADO,SEXO,NUMR_IDADE_ESTIMADA,DESC_GRAU_INSTRUCAO,NARRATIVA,PERIODO
1704,ESTELIONATO,CONSUMADO,CUIABA,NOSSA SENHORA APARECIDA,INTERNET,2024-06-10 09:08:00.000,1970-01-01 09:08:00,OUTRO(S),FEMININO,53.0,SUPERIOR COMPLETO,buscar site coca cola direcionado pra whatsapp   dentro whats catálogo produtos coca cola  vai pedindo vai totalizando  faz fechamento gera total  seguida mandaram link dentro desse whats  gera código pix pagamento  copiei  colei confirmei pagamento 445  seguida perguntaram gostaria aproveitar oportunidade pagar 8 produtos ter consignao 1 expositor 6 jogos mesas  sim fiz outro pedido valor 81700  seguida  informaram haveria frete entrega produtos consignados revertidos bônus ora próxima compra  paguei 347 reais  totalizando 1609 reais  pediram pra aguardar entrega feita hoje 16h  aguardei prazo entregaram  liguei  informaram pane geral fariam estorno valores pagos  aí ter certeza golpe                                                              virtual protocolo nº 3,manhã
1705,OUTRAS FRAUDES,CONSUMADO,CUIABA,CENTRO SUL,INTERNET,2024-06-07 00:00:00.000,1970-01-01 17:10:00,OUTRO(S),FEMININO,48.0,PREJUDICADO, rede sociais   suposta amiga dizendo tendo problema rede social receber código  enviado celular viitma repassar ela  vitima acreditado verdade  mandou código chegou celular  logo seguida ficou acesso conta whatsapp  suspeitos fazendo uso conta viitma  passando ela  dizendo ganhou valor  r 500  investimento  induzindo pessoas fazer investimento  pix jogo   versão  nada declarar ,tarde
1706,OUTRAS FRAUDES,CONSUMADO,CUIABA,RESIDENCIAL COXIPO,INTERNET,2024-05-29 00:00:00.000,1970-01-01 03:21:00,OUTRO(S),FEMININO,26.0,PREJUDICADO, conta caixa tem  evadida hacker  transferiu valor beneficio bolsa família  r 75000  transferido via pix  mariana vicente pereira silva cpf    666104     versão  nada declarar ,madrugada
1707,OUTRAS FRAUDES,CONSUMADO,CUIABA,MORADA DO OURO II,INTERNET,2024-02-15 00:00:00.000,1970-01-01 14:31:00,OUTRO(S),FEMININO,48.0,PREJUDICADO, recebeu três boleto energisa condomínio mora  desconfiou causa fraudes aplicando  vitima entrou site energisa  baixou boleto pagou valor  r 32555  usou qur code  favorecido  rapido quit acesso    recebeu comunicando corte  vitima energisa  mostrou comprovante pago  aí percebeu dinheiro conta energisa  versão  nada declarar ,tarde
1708,ESTELIONATO,CONSUMADO,CUIABA,TIJUCAL,INTERNET,2024-03-21 00:00:00.000,1970-01-01 15:56:00,VEICULO,FEMININO,44.0,PREJUDICADO, trabalho  recebeu ligação dizendo sicredi  ligação perguntaram vitima feito  pix   r 5   viitma disse nao  imediatamente entrou conta  ja percebeu sido feito pix valor  r 5   posteriormente realizado dois pix   r 50  outro  r 301400   viitma contestou banco  pediu bloqueio conta  ate resolva problema  versão  nada declarar ,tarde
1710,ESTELIONATO,CONSUMADO,CUIABA,CPA 4,INTERNET,2024-02-29 00:00:00.000,1970-01-01 09:00:00,OUTRO(S),FEMININO,62.0,PREJUDICADO, recebeu recebeu ligação dizendo caixa económica numero    disseram alguém tentando assessar conta rio janeiro  vitima emprestado cartão alguém  vitima disse nao  entao disseram ia fazer procedimento bloquear cartão outra pessoa nao cessar conta  pediram passo passo fazer bloqueio  vitima fornecendo toda informação  ate ficar acesso conta   entrou contato agência pediu bloqueio tudo cartão conta  assim  conseguiram fazer   pix conta vitima terceiro pessoa  permeio pix dia 2029 161458 valor  r 11  hoje  459700  favorecido   844743     vitima recebeu hoje   mensagem  03  consignado autorizado  pode conseguiram fazer empréstimo nome vitima  divulgado valores  versão  nada declarar ,manhã
1711,OUTRAS FRAUDES,CONSUMADO,CUIABA,TIJUCAL,INTERNET,2024-02-23 00:00:00.000,1970-01-01 12:00:00,OUTRO(S),MASCULINO,35.0,PREJUDICADO, conta  facebook  hackeada individuo  ni   postando moto veículos passando usando perfil rede  versão  nada declarar ,tarde
1712,ESTELIONATO,CONSUMADO,CUIABA,PICO DO AMOR,INTERNET,2024-02-09 18:32:00.000,1970-01-01 18:32:00,OUTRO(S),MASCULINO,38.0,SUPERIOR COMPLETO,dia 092024  1848 1932  horário brasília  companheira  robertta  informoume via whatsapp sobre venda móveis eletrodomésticos casal mudaria exterior  oferta veio thais gandin  amiga confiança  através conta instagram  infelizmente  descobrimos conta thais havia sido comprometida hackers  confiando legitimidade oferta  adquirimos tv  lavalouças impressora  totalizando pagamento r 25  além r 4000 computador  ambos pagamentos feitos via pagseguro internet sa  email drandrerodriguezgmailcom  posteriormente  verificar diretamente serapião junior  marido thais  confirmamos hackeamento conta                                                                     virtual protocolo nº,noite
1713,"INVASÃO DE DISPOSITIVO INFORMÁTICO ",CONSUMADO,CUIABA,JOAO BOSCO PINHEIRO,INTERNET,2024-01-31 00:00:00.000,1970-01-01 06:00:00,OUTRO(S),FEMININO,37.0,PREJUDICADO, conta comercial utiliza facebook hackeado  individuo   alem hackeado conta  mudaram senha telefone  fazendo anuncio produtos site  passado  vítima  penal  nada declarar ,manhã
1715,ESTELIONATO,CONSUMADO,CUIABA,DESPRAIADO,ESTACIONAMENTO,2024-02-03 00:00:00.000,1970-01-01 16:30:00,OUTRO(S),FEMININO,56.0,PREJUDICADO, estacionamento atacadista local fatos  abordada duas mulheres  loira outra morena  segundo suspeita  vindo feira cuiava  voltada  alguns jogos panelas  poderia voltar ofereceu vitima  relutou nao queria  fazendo tratamento  insistiu dizendo comprasse jogo ganhava outro  vitima disse não  ofereceu dois jogos brindes  vitima acabou cedendo comprando  cobrar produto cartão vitima  suspeita vez passar valor  r 2 x   cobrou valor  r 6 12x   golpe  dia seguinte  viu comprovante valor  r 6000   versão  nada declarar ,tarde
1716,ESTELIONATO,CONSUMADO,CUIABA,CENTRO POLITICO ADMINISTRATIVO,RESIDÊNCIA PARTICULAR,2024-07-07 00:00:00.000,1970-01-01 16:16:00,ELETRÔNICO,MASCULINO,37.0,2º GRAU COMPLETO, vw golf  ano 28  cor preto  placas kat 8363  pagou valor mil noventa seis reais noventea sete centavos  via pix aliatoria e406071915bxz312rko2 g  arrecadacao ipva gov ltda  cnpj 543268 000147  iugu ip sa  identificador detranmt ,tarde
1717,ESTELIONATO,CONSUMADO,CUIABA,CENTRO NORTE,A BANCO,2024-01-02 00:00:00.000,1970-01-01 12:30:00,ELETRÔNICO,FEMININO,69.0,PREJUDICADO,estelionato  ir banco bradesco morada serra  sacar beneficio inss  percebeu desconto emprestimo consiguinado  feito banco santender  valor trezentos noventa seis reais  vitima  afirma ter contratado emprestimo  autorizou ninguém fezer consiguinado nome  vitima nunca fez emprestimo algum  vitima assinou contrato  vitima sequer sabe quantas parcelas contratado tal emprestimo consiguinado ,tarde
1718,ESTELIONATO,CONSUMADO,CUIABA,CENTRO POLITICO ADMINISTRATIVO,INTERNET,2025-04-14 00:00:00.000,1970-01-01 09:00:00,ELETRÔNICO,FEMININO,33.0,2º GRAU COMPLETO,estelionato  procurando carro comprar encontrou facebook veiculo entrou contato  suspeito disse cidade sao jose rio claro mato grosso  ajustaram valor r 70  sendo tres mil entrada restante parcelado r 5  suspeito exigiu pix r  documentação transferencia veiculo  vitima mandou fotos documentos pessoais endereço valor r 800 pix tabelionatonotasgmail_com  nome  suspeitos mandaram documento veiculo nome vitima  após envio pix  suspeitos pediram dinheiro  vitima mandou suspeitos bloquearam vitima ,manhã
1719,ESTELIONATO,TENTADO,CUIABA,JARDIM VITORIA,INTERNET,2025-03-25 00:00:00.000,1970-01-01 06:47:00,ELETRÔNICO,FEMININO,67.0,1º GRAU INCOMPLETO,suspeito advogado ruan  entrou ação judicial vitima  pediu conta bancaria vitima  vitima desconfiou golpe entrou contato verdadeiro advogado ,manhã
1720,ESTELIONATO,CONSUMADO,CUIABA,JARDIM VITORIA,INTERNET,2025-03-24 00:00:00.000,1970-01-01 13:00:00,ELETRÔNICO,FEMININO,62.0,1º GRAU INCOMPLETO,estelionato  data hoje tirar extrato beneficio inss  descobriu aberto conta bancaria banco bmg  nome contratado tres empréstimos consignado contrato numero  valor parcela r 53130  valor total r 2366351   valor r  contrato numero  valor r 11810  banco c6 consignado s  a  afirma vitima ter autorizado ninguém abrir conta contratar empréstimo ,tarde
1721,ESTELIONATO,CONSUMADO,CUIABA,JARDIM VITORIA,INTERNET,2025-03-17 00:00:00.000,1970-01-01 14:00:00,ELETRÔNICO,MASCULINO,64.0,1º GRAU INCOMPLETO,  dizendo vitima fazer cancelamento cartão banco agibak  passando informaçoes final disse cartão havia sido bloqueado  após vitima descobriu realidade feito empréstimo valor dois mil quientos reais pix valor quatrocentos trinta reais oitenta seis centavos  nome vitima tal dinheiro transferido pix d0412fd2b19b4ad2a565e155a3a037 nome  numeros meio cpf 858697  vitima procurou agencia bancaria  onde atendente informou vitima autorizou empréstimo pix foto mostrou foto vitima dentro veiculo  afirma vitima tal foto antiga tirada cidade chapada guimaraes ,tarde
1722,AMEAÇA,CONSUMADO,CUIABA,MORADA DO OURO,INTERNET,2024-10-31 00:00:00.000,1970-01-01 22:00:00,ELETRÔNICO,FEMININO,56.0,SUPERIOR COMPLETO,compareceu comunicante  dizendo suspeitos  mandaram mensagens  dizendo haviam depositado egano cinco mil reais conta vitima  devido vitima ter conta banco brasil utilizando tal conta  consultou apenas conta atual banco ita  constou deposito  então suspeitos  iniciaram fazer ameaças  inclusive ameaçando filho comunicante  dizendo nome filho vitima logado cpf comunicante  vitima então lembrou conta banco brasil verificou deposito cinco mil  suspeitos queriam vitima devolvesse outra conta  porém comunicante  baixou app pix aparelho celular filho fez devolução mesma conta fez pix conta comunicante  sendo conta nome maxwel m barbosa  seis numeros meio cpf 996017  banestes sa ,noite
1724,ESTELIONATO,CONSUMADO,CUIABA,PARQUE CUIABA,INTERNET,2024-05-27 00:00:00.000,1970-01-01 13:48:00,ELETRÔNICO,MASCULINO,22.0,2º GRAU COMPLETO,vw voyage  mcor prata  ano 2015  placas lrq3j46   99137  via pix  cnpj  instituicao iugu ip sa  corretor avisar vitima pendencia sefaz ,tarde
1725,ESTELIONATO,CONSUMADO,CUIABA,MORADA DA SERRA,INTERNET,2024-07-11 00:00:00.000,1970-01-01 01:12:00,ELETRÔNICO,FEMININO,55.0,SUPERIOR COMPLETO,estelionato  comprou acesso plataforma opina pix  tentar sacar valores ganha devido avaliações  valores bloqueados plataforma exige  porém efetuado pix  plataforma continua manda empresas serem avaliadas continua obloqueado valores supostamente ganho  vitima ja pagou trezentos onze reais pix perfect tecnologia seviços intermediação ltda cnpj ,madrugada
1726,ESTELIONATO,CONSUMADO,CUIABA,PREJUDICADO,INTERNET,2024-04-01 00:00:00.000,1970-01-01 15:56:00,ELETRÔNICO,FEMININO,66.0,SUPERIOR COMPLETO, mt  retirar guias parcelamento taxas veiculo ford ranger xlscd  ano 2021  cor cinza  placas rat9c89  parcelou cinco vezes r 78218  pagou primeira parcela  pagamento saiu nome dnt servico dig ltda  cnpj  segundo vitima cnpj existe  vitima so descobriu tratar golpe  após tentar emitir guia segunda parcela conseguir ,tarde
1727,ESTELIONATO,CONSUMADO,CUIABA,TRES BARRAS,INTERNET,2024-03-17 00:00:00.000,1970-01-01 18:14:00,ELETRÔNICO,MASCULINO,61.0,2º GRAU COMPLETO,estelionato  comprou moto honda cg 0 titan esd  ano 415  preta  ajustou valor seis mil reais  pagou cinco mil entrada  pix 872938  em nome thiago jose americo barbosa mil reais hora transferencia  referida moto objeto compra  possui quatorze mil reais multas  vitima vitima checou junto detran descobriu documentação passada suspeito pertence outra moto  moto honda cg 160 start  ano 201718  referida moto negociada posse vitima  suspeito mandou pix  pagamento restante ,noite
1728,ESTELIONATO,CONSUMADO,CUIABA,JARDIM COMODORO,VIA PÚBLICA,2024-06-25 00:00:00.000,1970-01-01 11:30:00,ELETRÔNICO,FEMININO,71.0,2º GRAU COMPLETO,recebi ligação dizendo correspondente banco pan chamado bruno  fazer portabilidades contratos outros bancos  mandou aguardar outro entraria contato fazer procedimentos  entrei conta banco inter ja feito conta cartão credito pix 2800 reais mandando pra conta caixa  fizeram pixe nesse valor mandando  entrou en contato comigo telefone   ,manhã
1729,ESTELIONATO,CONSUMADO,CUIABA,ALVORADA,VIA PÚBLICA,2024-03-14 00:00:00.000,1970-01-01 13:30:00,ELETRÔNICO,FEMININO,27.0,2º GRAU INCOMPLETO,suspeita kethellyn usando conta fazer transações bancárias conta  nesse dia recebeu pix quantia 2350 transferiu conta  ocorrido  município candangolandia bairro guara cidade brasília   ,tarde
1730,ESTELIONATO,TENTADO,CUIABA,QUILOMBO,ESCRITORIO,2024-05-21 00:00:00.000,1970-01-01 11:40:00,ELETRÔNICO,MASCULINO,50.0,PREJUDICADO, informando advogado  aob mt nº 5026  proprietário escritório tmm advocacia  suspeitoa  usando telefone nº  passar escritório  tentativa aplicar golpes receber vantagens financeiras  solicitando valores  alegando necessário recebimentos causas  vitima afirma usuário deste numero telefone desconhece possível usuário suspeito  criminal comunicante ,manhã
1731,ESTELIONATO,CONSUMADO,CUIABA,NOVA ESPERANCA,OUTRO,2024-08-08 00:00:00.000,1970-01-01 13:33:00,ELETRÔNICO,MASCULINO,54.0,PREJUDICADO,whatsapp  numero55  pessoa passando irmão dizendo trocou numero   foto perfil irmão  vitima acreditou  seguida pediu vitima pagar conta r 0 novecentos noventa reais  segunda conta r 1599  pediu pagamento terceira conta r   vitima  afirma acreditou falando irmão  transferiu dois primeiro responsabilidade civil criminal comunicante,tarde
1732,ESTELIONATO,CONSUMADO,CUIABA,CPA 3,OUTRO,2024-02-12 08:00:00.000,1970-01-01 08:00:00,ELETRÔNICO,MASCULINO,43.0,SUPERIOR COMPLETO,referente nov  r 133879  mesma forma  dia   gerei fatura referente dez3  r 1140  site  dia 16 verifiquei  recebendo provavelmente nada pago  validar  ,manhã
1733,CONST.CRIME CONTRA RELAÇÕES DE CONSUMO,CONSUMADO,CUIABA,DISPRAIADO,EM BANCO,2024-06-27 00:00:00.000,1970-01-01 14:41:00,ELETRÔNICO,FEMININO,66.0,PREJUDICADO,pensionista  recebe beneficio bradesco  identificou cobranças indevidas  referente empresa aspecir  valor r 79 setenta nove reais  data vencimento 24  relata primeira vez vem ocorrendo descontos  afirma que  solicitou  autorizou reconhece cobrança serviços contratados  data hora fato feito cobrança pagamento automático valor r 6990  empresa eagle sociedade credito direto sa  vitima golpe  informou ainda ja procurou procon cuiabá  relatando fatos  conforme numero atendimento 2407961 00278301  criminal comunicante ,tarde
1734,ESTELIONATO,CONSUMADO,CUIABA,LIXEIRA,RESIDÊNCIA PARTICULAR,2024-12-28 00:00:00.000,1970-01-01 15:00:00,ELETRÔNICO,MASCULINO,20.0,PREJUDICADO,trabalha compra venda aparelho celular  visualizou anuncio aplicativo facebook  venda aparelho celular iphone 13  valor r 1 mil seiscentos reais  interessou aparelho começou negociar aplicativo whatsapp 55  identificou tal  através ligação telefonia  informou local buscar aparelho susposto cunhado tal  bairro lixeira  cuiabá  mt  desconfiado tratar golpe  chegar local começou gravar video  questionar suposto cunhado  realmente  confirmou conhece  ainda desconfiado perguntou confiança  suposto cunhado confirmou vez sim  poderia fazer pix  diante confirmações gravadas video acreditando realmente estaria falando verdadeiro cunhado suposto vendedor  comunicante realizou trasnferencia via pix valor r 16 mil seissento reais paradf participacoes ltda  cnpj 57841833 0100  intituição coop  após realizar transferencia  solicitou entrega aparelho  momento supsoto cunhado tal  informou entregaria celular apos realizar transferencia pix conta dele  momento certeza quer havia caido umgolpe  criminal comunicante ,tarde
1735,OUTRAS FRAUDES,CONSUMADO,CUIABA,JARDIM ACLIMACAO,RESIDÊNCIA PARTICULAR,2024-11-27 17:16:00.000,1970-01-01 17:16:00,OUTRO(S),FEMININO,50.0,SUPERIOR COMPLETO,dia 2711  data aniversário  recebi ligação entrega floricultura porém endereço antigo  falou antigo endereço informaram morava la  então pediu endereço fazer entrega moto uber iria entregar precisava pagar taxa cinco reais  passado alguns minutos ligaram novamente identificador chamada numero  falando poderia descer moto uber ja porta prédio  falei ia fazer pix cartão aceitaram  outro pilotando caixa entrega  chegou tirar cesta flores chocolates  disse aceitava cartão  disse faria  pegou cesta falou q podia embora  novamente numero 55  ligou falou pudesse descer novamente rapaz voltado pra levar cartão  contrariada ter descer novo ainda pagar taxa entrega pensando fazer desfeita enviado cesta  moto boy nenhum momento tirou capacete pegou maquina pediu cartaõ  digitou valor 590 mostrou inseriu cartão  porém pagamento nao concluido pegou outra máquina caixa entrega falou ia passar outro  mas vi digitando entrou mensagem celular compra 2999 falei negocio aqui  falou senhora acaso digitou senha  passou nada pegou cesta mão embora retrucando alem fazer viagem perdida ainda ouvir arrancou moto   mas nao atenderarm  imediatamente ligue banco vi golpe bloquiei cartão  falaram compra online chip cartão valor ainda sido processado  compra processada pra fazer boletim ocorrencia porque golpe  fico indignada porque entrei contato imediatamente detalhei todas informações banco falou q nao podia fazer nada  boletim oriundo précadastro  protocolo  ,tarde
1736,OUTRAS FRAUDES,CONSUMADO,CUIABA,JARDIM LEBLON,RESIDÊNCIA PARTICULAR,2024-07-17 12:00:00.000,1970-01-01 12:00:00,ELETRÔNICO,FEMININO,62.0,SUPERIOR COMPLETO,caí golpe fiz transação financeira  empresa ofereceu portabilidade empréstimo consignado  redução taxa juros  passando dívida agibank  disse queria troco  redução parecelas  abriram vontade agibank  passaram senha fazer devolução valor liberado  mesma hora fiz pix  quero outro empréstimo  verdade feito empréstimo pessoal  sei deverei ficar prejuízo  quero denunciar empresa gestão negócios  fone  sra bruna  descobri pq recebi mensagem banco autorizava débito automático agibank  mais  valor transação r 417502   ,tarde
1737,ESTELIONATO,CONSUMADO,CUIABA,BOA ESPERANCA,RESIDÊNCIA PARTICULAR,2024-05-10 10:00:00.000,1970-01-01 10:00:00,ELETRÔNICO,FEMININO,64.0,SUPERIOR COMPLETO,acontece todos meses  solicito boleto pagamento mensalidade unimed  junto allcare admnistradora  paciente selma cássia dorileo leite  cpf via whatsapp solicitado numero 55tendo inclusive print conversa  consta admnistradora allcare beneficios cnpj  mf  0001  boleto n 60 vencimento 100524 devidamente pago beneficiário caso saiu    criminal comunicante ,manhã
1738,OUTRAS FRAUDES,CONSUMADO,CUIABA,TIJUCAL,A BANCO,2024-03-21 00:00:00.000,1970-01-01 05:56:00,ELETRÔNICO,FEMININO,34.0,PREJUDICADO,  beneficio valor r 6 seiscentos cinquenta reais depositado conta 2   3880  seguida realizado saque atm r 6 seiscentos reais pagamento bancaria banco bs2 sa   código barras  valor r 50 cinquenta reais  beneficiário localpay brasil  cnpj 32364718 000153  pagador leticia costa  cpf 193215 02777  comunicante afirma reconhece transações bancarias  ,madrugada
1739,ESTELIONATO,CONSUMADO,CUIABA,JARDIM DAS AMERICAS,INTERNET,2025-03-19 00:00:00.000,1970-01-01 09:59:00,ELETRÔNICO,MASCULINO,73.0,PREJUDICADO,whatsapp telefone 55 passando filho gastão  narra comunicante suspeito  passando filho comunicante  pediu feita transferência quitar parcela consórcio  história  realizou duas transferências  totalizando r 698000  via pix destinada  henrique macena  cpf 028503 85166  conta 39145  banco bradesco   nada narrou ,manhã
1740,ESTELIONATO,CONSUMADO,CUIABA,PARQUE GEORGIA,INTERNET,2025-03-06 00:00:00.000,1970-01-01 13:00:00,ELETRÔNICO,FEMININO,34.0,PREJUDICADO, informando anunciou venda veiculo fiat uno drive  placa pzy9b38  diversos aplicativos vendas marketplace  anunciou veiculo valor r 370 trinta sete mil quinhentos reais  dia 21 fevereiro  recebeu contato nº 55  pessoa apresentando tal mencionando trabalha repasse carro  questionou valor mínimo comunicante aceitaria vender carro  comunicante informou minimo r 36 trinta seis mil  então suposto negociador afirmou anunciaria valor maior  garantiria pagamento valor solicitado  comunicante desativar anúncios discutir valores compradores indicasse  poderia mostrar carro  conversar compradores  discutir valores  negociação tudo ele  dia março   informou negociando edfran tal  questionando poderia mostrar veiculo  mesma informou sim  referencia horário almoço  compradores frente local trabalho comunicante  olharam carro falaram iriam acertar negociação suspeito  mencionou compradores entregariam veiculo iriam realizar restante pagamento dinheiro  acreditando proposta negociador  vitima junto compradores ate cartório preencheu documentação transferência veiculo declaração autorizando transferência  000 vinte mil reais  conta banco 280  will sa cfi  agência  9  pix  email  moniquisilva248gmailcom  favorecida moniqui vitoria campos silva  cpf nº 1129 54150  devido problemas sistema detran mt  conseguiram fazer transferencia veiculo  dia 06 março  mencionou comunicante entregar veiculo enquanto transferisse dinheiro  compradores estariam dificuldades realizar pagamento  assim pagassem daria ok  realmente presenciou dificuldade compradores realizar pagamento  devia agencia conta serem daqui  serem estado rondônia  deu carona compradores ate cartorio  voltou local trabalho  1432 horas recebeu mensagem compradora jaqueline  ira buscar carro  recebeu nenhum valor  tentou contato suspeito tal  principio respondeu  mencionou compradora havia realizado nenhum pagamento  vitima ficou preocupada  falou iria entregar carro iria acionar policia  partir daí  conseguiu contato suspeito  informou ainda comprador registrou boletim ocorrencia n  202569615 mencionou encontrou anuncio veiculo conta marketplace aplicativo facebook  profilephpid1053  criminal comunicante ,tarde
1741,ESTELIONATO,CONSUMADO,CUIABA,MORADA DA SERRA,INTERNET,2024-08-14 16:00:00.000,1970-01-01 16:00:00,ELETRÔNICO,MASCULINO,42.0,PREJUDICADO,informo cliente ligou informando pessoa nome  contato  entrou contato ela  passando advogado  marcar reunião sacar dinheiro referente valores  após questionar foto contato advogado dr murilo  golpista informou trabalhava mesmo  usando outro telefone temporário  precisava marcar ir banco sacar dinheiro benefício dela  precisaria pagar valor liberar restante dinheiro depositado inss  ocorre advogado  ora comunicante  conhece nunca contato  tratandose golpista acessando processos judiciais aplicar golpes clientes boafé  solicito investigado telefone  65  998447080  bem bloqueado denunciado tentativa golpes contra clientes escritorio advocacia   ,tarde
1742,ESTELIONATO,TENTADO,CUIABA,JARDIM IMPERIAL,INTERNET,2024-08-08 00:00:00.000,1970-01-01 11:24:00,ELETRÔNICO,FEMININO,35.0,PREJUDICADO,whatsapp   secretaria escritorio ganho causa  entrar contato drº krominski  através nº 55  entrou contato suposto advogado   inclusive dados pessoais vitima  solicitando valor r 199990  275   mencionando certidões pagas nome procurador geral meio pix transferência bancaria  comunicante desconfiou  entrou contato escritório tratar responsabilidade civil criminal comunicante ,manhã
1743,OUTRAS FRAUDES,CONSUMADO,CUIABA,RIBEIRAO DO LIPA,INTERNET,2024-05-15 00:00:00.000,1970-01-01 08:00:00,ELETRÔNICO,FEMININO,32.0,PREJUDICADO,  gersica   utilizando conta postar falsas informações investimentos aplicar  ,manhã
1744,OUTRAS FRAUDES,TENTADO,CUIABA,GOIABEIRAS,INTERNET,2024-04-04 09:00:00.000,1970-01-01 09:00:00,ELETRÔNICO,MASCULINO,42.0,PREJUDICADO,data 05  declarante entrou app vivo  realizar pagamento fatura mensal constatou existe outra cobrança  valor r 4000  referente linha nº     desconheço  analisar fatura  verificou trata habilitação fraudulenta  vez refere linha paulo    nunca habilitou eou autorizou qualquer tipo contratação desse  isso  declarante entrou contato vivo  mesma data  através protocolo nº  comunicou desconhecimento linha   911361564  solicitando cancelamento desse terminal telefônico  bem nulidade cobrança lançada  atendente  senhora taíse   informou linha habilitada dia 042024  autoatendimento vivo  possivelmente realizada fraude  utilizando dados declarante  inclusive consta cadastrada fatura digital enviada email regianecristinaneves37gmailcom  desconhece declarante  vivo ligando informando consta fatura fraudulenta aberto pagamento poderá negativar dados declarante junto órgãos proteção consumidor   ,manhã
1745,ESTELIONATO,CONSUMADO,CUIABA,RESIDENCIAL COXIPO,INTERNET,2024-04-27 00:00:00.000,1970-01-01 13:46:00,ELETRÔNICO,FEMININO,57.0,PREJUDICADO, informando criminosos  usando foto filho  conta aplicativo whatsapp numero 57 316 951  passando filho pedindo valores emprestado  vitima acreditando estaria falando filho  tentativa ajudalo  realizou r 1 mil setecentos nº  id transação nº e404271745f330d1eba3f  após enviar comprovante  os  criminosos  solicitaram novo valor emprestado r 275000  desconfiada vitima entrou contato filho  confirmou tratar golpe  tentou contestar movimentação financeira aplicativo banco  conseguiu  criminal comunicante ,tarde
1746,ESTELIONATO,CONSUMADO,CUIABA,MORADA DA SERRA,INTERNET,2024-04-01 00:00:00.000,1970-01-01 22:03:00,ELETRÔNICO,FEMININO,37.0,PREJUDICADO,correntista coperativa sicred  agencia nº 0810  conta 3  acordou volta meia noite percebeu havia recebido mensagem sms informando  sicred  compra aprovada cartão final 5114  dlgoogle ads  brl 778  01042024 230300 limite disponível 1996    imediato entrou contato financeira  via ligação telefonica  através numero informado  relatando reconhecer compra  solicitando bloqueio cartão contestação golpe  afirma novamente reconhece compra  menos poderia beneficiar dela  criminal comunicante ,noite
1747,OUTRAS FRAUDES,CONSUMADO,CUIABA,JARDIM MOSSORO,INTERNET,2024-03-22 00:00:00.000,1970-01-01 02:04:00,ELETRÔNICO,FEMININO,27.0,PREJUDICADO,  beneficio valor r 84000 oitocentos quarenta reais depositado conta comunicante nº 5   3880  seguida realizado pix troco valor total beneficio  transação nº  data hora transação 222024  030439  local compra  cpf cnpj xxx542 778xx  comunicante afirma  reconhece transação bancaria  ,madrugada
1748,ESTELIONATO,TENTADO,CUIABA,OSMAR CABRAL,INTERNET,2024-03-08 00:00:00.000,1970-01-01 16:00:00,ELETRÔNICO,MASCULINO,46.0,PREJUDICADO, informando recebeu solicitação amizade suposta jovem sexo feminino  aplicativo instagran  trocaram mensagens  suposta jovem  enviou mensagens sensuais  vitima solicitar  posteriormente recebeu mensagens ligações  via aplicativo whatsapp nº   pessoa sexo masculino identificando pai jovem  menor idade assim tomou conhecimento envio fotos sensuais  quebrou toda casa ameaçando procurar policia caso vitima enviasse valores através transferência via pix   pix nº  reparação dano  enviados videos moveis quebrados  pessoa delegacia ameaçando registrar boletim ocorrência desfavor vitima  sempre exigindo transferência valores  posterior mente recebeu mensagens n  55  pessoa identificando lucas martins delegado rio grande sul  mencionando respeito envolvimento vitima menor idade  seguida realizou ligações via aplicativo responsabilidade civil criminal comunicante ,tarde
